tx_depth,rx_depth,credit_mpps,credit_lat_ns,credit_pkts,ready_mpps,ready_lat_ns,ready_pkts,ratio,max_tx,max_rx,duty_direct_%,duty_hybrid_%,status
2,2,,,,,DROP
2,4,,,,,DROP
4,2,,,,,DROP
4,4,,,,,DROP
8,2,,,,,DROP
8,4,,,,,DROP
16,2,,,,,DROP
16,4,,,,,DROP
24,2,,,,,DROP
24,4,,,,,DROP
32,2,,,,,DROP
32,4,,,,,DROP
64,2,,,,,DROP
64,4,,,,,DROP
128,2,,,,,DROP
128,4,,,,,DROP
256,2,,,,,DROP
256,4,,,,,DROP
512,2,,,,,DROP
512,4,,,,,DROP
1024,2,,,,,DROP
1024,4,,,,,DROP
